scheme,score_mode,delta,repetitions,fwer,fwer_ci_low,fwer_ci_high,recall,se_recall,precision,se_precision,early_recall,se_early_recall,middle_recall,se_middle_recall,late_recall,se_late_recall,planted_component_coverage,se_planted_component_coverage,restricted_first_true_birth,se_restricted_first_true_birth,restricted_first_true_evidence_delay,se_restricted_first_true_evidence_delay,restricted_first_true_end_to_end_delay,se_restricted_first_true_end_to_end_delay,true_discoveries,se_true_discoveries,false_discoveries,se_false_discoveries,budget_spent,se_budget_spent,budget_first_10pct,se_budget_first_10pct,max_candidate_allocation,se_max_candidate_allocation
current_adaptive,uninformative,0.0,400,0.015,0.006892291919440893,0.03233463358482672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,600.0,0.0,30000.0,0.0,0.0,0.0,0.015,0.00608523419335443,0.05,0.0,0.04982535713180626,0.0,0.002750000000000001,2.171119943211031e-20
current_adaptive,uninformative,0.1,200,0.0,1.734723475976807e-18,0.018845326377266575,8.78418312839121e-05,3.00273519957066e-05,0.05,0.015449707678033373,0.0010961198945943294,0.000363657369748182,0.0,0.0,0.0,0.0,0.016666666666666666,0.0051499025593444575,951.87,15.181955551636268,586.11,5.046575982359588,28531.11,453.9323174589669,0.06,0.019593866335921292,0.0,0.0,0.05,0.0,0.04982535713180626,0.0,0.002750000000000001,3.0742821700167204e-20
current_adaptive,uninformative,0.2,200,0.005,0.0008831687156009814,0.02777370439789293,0.0005460677367345247,6.908617604344899e-05,0.2925,0.032150224488693174,0.00710367612444361,0.0009540888896127199,0.00015456040611284885,5.683919265520445e-05,0.0,0.0,0.115,0.013491006579006481,716.385,31.22000605002854,531.51,9.938585255680112,21505.695,931.8362639023511,0.45,0.0574806062990163,0.005,0.005000000000000001,0.05,0.0,0.04982535713180626,0.0,0.002750000000000001,3.0742821700167204e-20
current_adaptive,uninformative,0.35,200,0.04,0.020405632066152306,0.07693206820093293,0.009997923553266385,0.0005033168865195468,0.9746785714285714,0.010124682460496063,0.07203465432011784,0.004381084552062284,0.011219010718700427,0.000746105013503035,0.0,0.0,0.545,0.016401151380644952,53.11,9.96248689967172,265.915,9.899689801495253,1678.245,297.7353637190577,8.43,0.44027800719328514,0.045,0.016315821467237066,0.05,0.0,0.04982535713180626,0.0,0.002750000000000001,3.0742821700167204e-20
current_adaptive,uninformative,0.5,200,0.205,0.15486176203836208,0.26625698052422514,0.050228218561943094,0.0015552535941203353,0.9917670570260345,0.001479717730028832,0.21428625024464662,0.007028048473652812,0.08245641508804429,0.0029945210677218546,0.0011755350947473694,0.00014968289661233442,0.8366666666666666,0.014754647035998374,9.995,0.688582313899417,132.395,5.138469051768231,371.8,20.0330744108776,42.33,1.414677369685932,0.245,0.037172354238035415,0.05,0.0,0.04982535713180626,0.0,0.002750000000000001,3.0742821700167204e-20
epoch_reserve,not_applicable,0.0,400,0.0125,0.005350750779971611,0.028923736195967484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,600.0,0.0,30000.0,0.0,0.0,0.0,0.0125,0.005562078459710898,0.04543412642045453,6.947583818275299e-19,0.04337332589285713,3.4737919091376497e-19,0.025,0.0
epoch_reserve,not_applicable,0.1,200,0.0,1.734723475976807e-18,0.018845326377266575,8.075690202273989e-05,2.3131764423298596e-05,0.06,0.016834995854681276,0.0007142115808108101,0.00025067397243617204,3.3196833196833195e-05,2.3522020894496595e-05,2.285956130542464e-05,1.6124347710891774e-05,0.019999999999999997,0.005611665284893757,950.5,14.855393416797794,580.87,6.240149262162752,28489.87,444.58963232553765,0.06,0.016834995854681276,0.0,0.0,0.04543412642045453,9.837702944053505e-19,0.04337332589285713,4.918851472026753e-19,0.025,0.0
epoch_reserve,not_applicable,0.2,200,0.005,0.0008831687156009814,0.02777370439789293,0.0013394487243315518,0.00012213941187856528,0.55,0.03526639466921483,0.0035530090110534266,0.0006163676911034074,0.0016377134949113325,0.0002325447409487685,0.0008097808503564627,0.00011686606139712312,0.2,0.013979325885230367,630.85,28.476190133559175,500.25,9.579484333746912,19005.645,848.3872629196507,1.105,0.10233394442170457,0.005,0.005000000000000001,0.04543412642045453,9.837702944053505e-19,0.04337332589285713,4.918851472026753e-19,0.025,0.0
epoch_reserve,not_applicable,0.35,200,0.065,0.03837635464915299,0.10801907929906895,0.057676038456962876,0.0016410706000832124,0.998178490967365,0.000621285220225521,0.05396227039352695,0.0037106682982103695,0.06669963105670366,0.0024092123908448886,0.05029649011555497,0.0017034852143667685,0.6316666666666666,0.017901882217651675,47.96,3.4388180159371133,169.935,4.4101873699641105,1567.61,103.92022133111313,48.555,1.45963610629981,0.08,0.022816726651195544,0.04543412642045453,9.837702944053505e-19,0.04337332589285713,4.918851472026753e-19,0.025,0.0
epoch_reserve,not_applicable,0.5,200,0.205,0.15486176203836208,0.26625698052422514,0.23254926504546775,0.005744245240140003,0.9981263992828403,0.000383151804599367,0.18184233833641683,0.006793047255075237,0.2541083740839441,0.006816023709298058,0.22114145244814362,0.005842673347176267,0.9283333333333332,0.010266548107823353,11.67,1.1376629045644893,98.355,2.4125082081251774,481.06,35.99230699488532,195.535,5.308256002108376,0.22,0.03182868716477583,0.04543412642045453,9.837702944053505e-19,0.04337332589285713,4.918851472026753e-19,0.025,0.0
explore_exploit,informed,0.0,400,0.0075,0.0025538891952499396,0.021815720724032123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,600.0,0.0,30000.0,0.0,0.0,0.0,0.0075,0.0043192609365022136,0.04122874682090227,3.160005223676361e-19,0.03218964064459889,2.9167442998543925e-19,0.0009340710573405698,3.6700862391395427e-06
explore_exploit,informed,0.1,200,0.0,1.734723475976807e-18,0.018845326377266575,0.00010340338289289323,2.762884044577635e-05,0.07,0.018086892447072265,0.0007388230350415223,0.00025808729038256527,6.423748923748923e-05,3.841809287911841e-05,3.417177849999478e-05,1.96306375124499e-05,0.02333333333333333,0.006028964149024089,944.6,15.303873454572466,586.32,4.826344997008684,28315.32,457.61685421793806,0.075,0.019971713665423614,0.0,0.0,0.04122874682090227,4.869414524127367e-19,0.032189640644598894,7.016910153397618e-19,0.0009374126677162087,4.7444798201928534e-06
explore_exploit,informed,0.2,200,0.01,0.0027466581335444384,0.0357217617161768,0.0031736344832357967,0.00021848164827200603,0.7730357142857143,0.02956143027548421,0.007170779389817758,0.0009543035999303222,0.00395035546964016,0.00037616717100145616,0.0020246710459837663,0.00022663335544593927,0.29666666666666663,0.013937324811176604,429.95,27.329232007331502,413.375,11.009891481169815,12982.005,816.4880993971442,2.63,0.18394203806317405,0.01,0.007053278933842965,0.04122874682090227,4.358113507703752e-19,0.032189640644598894,7.03412959070937e-19,0.0009376608662224343,4.966129987386114e-06
explore_exploit,informed,0.35,200,0.075,0.04597491718438201,0.12004361023629456,0.08531093051154941,0.0022487701957562317,0.9983792228758795,0.0004959636584022613,0.08362601051419244,0.0051471978728056846,0.09974874377364873,0.0032130011925075148,0.07308006148593428,0.0022541379244801494,0.695,0.01857237190896624,38.66,2.511885715801225,130.27,3.401800513502863,1239.035,76.28275073154384,71.795,2.020576283535947,0.095,0.026139844247554958,0.04122874682090227,4.274026246048813e-19,0.032189640644598894,6.806880058028892e-19,0.0009391763987837653,5.906942890900159e-06
explore_exploit,informed,0.5,200,0.24,0.1860661599241369,0.30373340979204166,0.2801693565232115,0.00641623444936928,0.997803643667522,0.00040211855497451125,0.22583698469904165,0.0075625794002088485,0.3076032401307225,0.007504004797315175,0.2643947421996405,0.0064933049988046545,0.9666666666666666,0.00708881205008336,11.77,0.7860501729354554,78.17,1.7912420945271554,430.77,23.68910517558864,235.24,6.005952825883139,0.29,0.039842655357413714,0.04122874682090227,4.894195419660023e-19,0.032189640644598894,7.008284569124978e-19,0.0009383272883540824,5.607712432713223e-06
explore_exploit,inverted,0.0,400,0.01,0.003895483794990993,0.025426564652619582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,600.0,0.0,30000.0,0.0,0.0,0.0,0.01,0.004981167541368988,0.04122874682090227,3.36796621335648e-19,0.032189640644598894,4.844663331279166e-19,0.0009256420262898507,1.087772104131725e-06
explore_exploit,inverted,0.1,200,0.005,0.0008831687156009814,0.02777370439789293,9.545046722544048e-05,2.5104363203430516e-05,0.07,0.018086892447072265,0.0008405065367250242,0.0002759760582380023,4.922247422247422e-05,2.836829036492616e-05,2.285956130542464e-05,1.6124347710891774e-05,0.02333333333333333,0.006028964149024089,942.515,15.72311932414834,582.2,5.79764724417062,28245.2,472.15958852402423,0.07,0.018086892447072265,0.005,0.005000000000000001,0.04122874682090227,5.004191073190035e-19,0.032189640644598894,6.982343883308625e-19,0.0009253799665061574,1.1172245072451361e-06
explore_exploit,inverted,0.2,200,0.005,0.0008831687156009814,0.02777370439789293,0.0017418961113191682,0.00014793608275801817,0.615,0.03449382728261703,0.006032154625141801,0.0008647301070498333,0.0020447153355740723,0.00025894662519575766,0.000956013687010039,0.00012770184898351625,0.23333333333333336,0.01456612408864969,548.29,29.354445949207165,480.235,10.029130879893339,16517.6,876.9234770909984,1.435,0.12472633359261903,0.005,0.005000000000000001,0.04122874682090227,4.587999218543741e-19,0.03218964064459889,4.9311332676048255e-19,0.0009333761676232692,7.137254215698387e-06
explore_exploit,inverted,0.35,200,0.065,0.03837635464915299,0.10801907929906895,0.06263351972210451,0.0017299930915435026,0.9979063534390791,0.0007188059852183235,0.06929262599987482,0.004187669551263549,0.07308901383309177,0.0025604002001778496,0.05265986534367949,0.001745815989677668,0.725,0.01678143067233498,39.475,2.6795797456066364,156.895,4.0985559259807545,1260.305,82.12236647376434,52.705,1.547908257899793,0.085,0.025339404632620684,0.04122874682090227,4.79430337105056e-19,0.03218964064459889,4.679376595497852e-19,0.0009386072000126318,5.742838370432234e-06
explore_exploit,inverted,0.5,200,0.275,0.21779700329307355,0.34068339357669647,0.24230255591957814,0.0058210305230228,0.9974646836063761,0.0004387432119192824,0.2079954037012281,0.006881346237165814,0.2666907296207361,0.006919557167383203,0.22637983251203703,0.0058812957485406625,0.97,0.00716324759702167,11.67,0.7756051292912616,91.765,2.173134011551244,427.035,22.913100395267726,203.61,5.4058538436489805,0.34,0.04337518916588006,0.04122874682090227,4.467768720310429e-19,0.03218964064459889,4.53495698251712e-19,0.0009430139629790315,6.157123322691193e-06
explore_exploit,uninformative,0.0,400,0.01,0.003895483794990993,0.025426564652619582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,600.0,0.0,30000.0,0.0,0.0,0.0,0.01,0.004981167541368988,0.041228746820902266,0.0,0.03218964064459888,3.4737919091376497e-19,0.0009226756160713564,0.0
explore_exploit,uninformative,0.1,200,0.005,0.0008831687156009814,0.02777370439789293,9.470773071898018e-05,2.6382101824699618e-05,0.065,0.01747575492075382,0.0006479139441324315,0.00024276853005749557,6.423748923748923e-05,3.841809287911841e-05,3.417177849999478e-05,1.96306375124499e-05,0.021666666666666664,0.005825251640251271,949.455,14.59974667209836,586.22,4.902630613729059,28459.22,436.95485779052007,0.07,0.019426449358371355,0.005,0.005000000000000001,0.041228746820902266,0.0,0.03218964064459888,4.918851472026753e-19,0.0009226756160713564,0.0
explore_exploit,uninformative,0.2,200,0.005,0.0008831687156009814,0.02777370439789293,0.002965691782578667,0.00020971507870823765,0.7633333333333333,0.030037200088691065,0.0068081817026394665,0.0009411277101698372,0.003751008264875744,0.000364883281260112,0.0018441265575330165,0.00020881876173791682,0.29,0.01384084375645372,446.035,27.381212039255917,417.415,10.94494738412232,13458.865,818.5291742076273,2.45,0.1759039824883916,0.005,0.005000000000000001,0.041228746820902266,0.0,0.03218964064459888,4.918851472026753e-19,0.0009226756160713564,0.0
explore_exploit,uninformative,0.35,200,0.065,0.03837635464915299,0.10801907929906895,0.0824225002131028,0.0021898410048716093,0.9982128096298319,0.0005808809967220145,0.08072827681390507,0.0049945487778479646,0.09647104977013836,0.0031240893645838965,0.0705501655413698,0.0022076212780262503,0.7216666666666666,0.017166296689838233,38.605,2.519909640838328,132.665,3.469285746802189,1232.265,76.48845102087546,69.365,1.9656622332118447,0.085,0.025339404632620684,0.041228746820902266,0.0,0.03218964064459888,4.918851472026753e-19,0.0009226756160713564,0.0
explore_exploit,uninformative,0.5,200,0.27,0.21323449814685846,0.33543435198668425,0.2769992824431868,0.006339960189089983,0.997721744080809,0.00038845217261412505,0.22464897181421328,0.007429245564805336,0.30443266437032407,0.007429155287425362,0.2610054667677145,0.006418914982777288,0.975,0.0062237724398940385,11.86,0.8003466585607432,81.31,1.9160311523783797,431.455,23.713081644535407,232.58,5.935085864678415,0.34,0.04395063471051682,0.041228746820902266,0.0,0.03218964064459888,4.918851472026753e-19,0.0009226756160713564,0.0
fixed_j2,not_applicable,0.0,400,0.0125,0.005350750779971611,0.028923736195967484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,600.0,0.0,30000.0,0.0,0.0,0.0,0.0125,0.005562078459710898,0.04996961883801878,3.4737919091376497e-19,0.04969755120086976,3.4737919091376497e-19,0.030396355092701336,1.7368959545688249e-19
fixed_j2,not_applicable,0.1,200,0.0,1.734723475976807e-18,0.018845326377266575,7.069905150107936e-05,2.3847617517535076e-05,0.045,0.014695399751940973,0.0008856968415817851,0.0002940470862350478,0.0,0.0,0.0,0.0,0.015,0.004898466583980323,956.095,14.664481407460295,582.655,6.1524420019972315,28659.655,437.71560250148866,0.05,0.016998374146314416,0.0,0.0,0.04996961883801878,4.918851472026753e-19,0.04969755120086976,4.918851472026753e-19,0.030396355092701336,2.4594257360133763e-19
fixed_j2,not_applicable,0.2,200,0.0,1.734723475976807e-18,0.018845326377266575,0.0005024178409080578,6.317239273124927e-05,0.3,0.03248501780682208,0.002959408206372678,0.0005497088549306044,0.0005739751001657618,0.00011034915938991919,0.00011637778560591134,3.599572587397084e-05,0.10666666666666666,0.011992925515620749,760.035,27.571211022755353,551.115,7.75474624482375,22839.15,820.0011785672988,0.415,0.05270449524561901,0.0,0.0,0.04996961883801878,4.918851472026753e-19,0.04969755120086976,4.918851472026753e-19,0.030396355092701336,2.4594257360133763e-19
fixed_j2,not_applicable,0.35,200,0.045,0.023852543001492997,0.0832967040018196,0.031245798741947713,0.0009628775172171071,0.9982653928215606,0.00070849698933563,0.04348662078317804,0.0033089564222910485,0.037971185942542424,0.0015920732919681023,0.02370470966245959,0.0009948848175961662,0.5483333333333333,0.016353421482771982,65.09,6.403752786354554,231.41,6.31702728095595,2091.935,193.35463955400786,26.29,0.8482790737337997,0.05,0.016998374146314416,0.04996961883801878,4.918851472026753e-19,0.04969755120086976,4.918851472026753e-19,0.030396355092701336,2.4594257360133763e-19
fixed_j2,not_applicable,0.5,200,0.155,0.11139636927689314,0.21160690592342077,0.17061401249747882,0.00468794073135668,0.998091161848519,0.0006150645515406443,0.1563936795152217,0.006443344899741214,0.19363814478564584,0.005829600970469814,0.153296930282961,0.0045398335717278535,0.87,0.013111641057152748,12.93,1.363219474876814,124.395,3.367028255206182,516.11,41.2085606013383,143.79,4.267285804900291,0.16,0.02693748579031676,0.04996961883801878,4.918851472026753e-19,0.04969755120086976,4.918851472026753e-19,0.030396355092701336,2.4594257360133763e-19
heavy_tail_fixed,not_applicable,0.0,400,0.0125,0.005350750779971611,0.028923736195967484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,600.0,0.0,30000.0,0.0,0.0,0.0,0.0125,0.005562078459710898,0.044984284153811734,0.0,0.042506472918402635,0.0,0.018453512321427133,1.7368959545688249e-19
heavy_tail_fixed,not_applicable,0.1,200,0.0,1.734723475976807e-18,0.018845326377266575,7.132293975858895e-05,2.128006749312508e-05,0.055,0.016161092305986408,0.0006221501201683225,0.00023412126964386624,3.3196833196833195e-05,2.3522020894496595e-05,2.285956130542464e-05,1.6124347710891774e-05,0.018333333333333333,0.005387030768662136,955.55,14.053184603051266,585.545,5.2595536309638415,28641.545,420.40130312383195,0.055,0.016161092305986408,0.0,0.0,0.044984284153811734,0.0,0.042506472918402635,0.0,0.018453512321427133,2.4594257360133763e-19
heavy_tail_fixed,not_applicable,0.2,200,0.005,0.0008831687156009814,0.02777370439789293,0.0015270171721455512,0.00013348661976910942,0.58,0.0349874349304872,0.004096521158110349,0.0006624314471259747,0.0018158046257890398,0.0002486769746549442,0.0009561399486906757,0.00012773469583016785,0.21833333333333335,0.014680194005384744,600.46,28.80797614285384,493.045,9.686978509225204,18098.945,858.4055023075248,1.26,0.11191346261990953,0.005,0.005000000000000001,0.044984284153811734,0.0,0.042506472918402635,0.0,0.018453512321427133,2.4594257360133763e-19
heavy_tail_fixed,not_applicable,0.35,200,0.065,0.03837635464915299,0.10801907929906895,0.06062027272314162,0.0017015925266486496,0.9982483245919067,0.0006037502403384025,0.059925860313921095,0.003990209767120866,0.06952270927312201,0.0024990545003648204,0.0528826925148628,0.0017473018650030832,0.64,0.01850950832358312,44.455,3.2376304808691905,164.915,4.420724249424209,1455.16,97.69630166384995,51.025,1.5171786414759316,0.08,0.022816726651195544,0.044984284153811734,0.0,0.042506472918402635,0.0,0.018453512321427133,2.4594257360133763e-19
heavy_tail_fixed,not_applicable,0.5,200,0.22,0.16816538358833258,0.28238799918293667,0.23820922988567486,0.005826589361707765,0.9980395376102734,0.00038367170839906703,0.190092922292485,0.006877727346402137,0.25987504895384206,0.00690295141318655,0.22629725095175587,0.005914632783532091,0.9333333333333332,0.010025094142341713,10.525,0.9385634671717985,95.365,2.297488004463411,438.945,28.636725899203814,200.25,5.392330073177128,0.24,0.03343034459437253,0.044984284153811734,0.0,0.042506472918402635,0.0,0.018453512321427133,2.4594257360133763e-19
wallet_lineage,informed,0.0,400,0.01,0.003895483794990993,0.025426564652619582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,600.0,0.0,30000.0,0.0,0.0,0.0,0.01,0.004981167541368988,0.04235540802077511,2.4378496441095733e-19,0.035284690326740004,3.589118034890959e-19,0.006181926627678087,0.0
wallet_lineage,informed,0.1,200,0.0,1.734723475976807e-18,0.018845326377266575,7.516984429847312e-05,2.4186890895875618e-05,0.05,0.015449707678033373,0.0006310919979626592,0.00023729741351782898,3.003003003003003e-05,3.003003003003003e-05,2.285956130542464e-05,1.6124347710891774e-05,0.016666666666666666,0.0051499025593444575,960.41,13.24922713210057,589.855,4.082696649847177,28789.855,395.39873020676305,0.055,0.017647440630414943,0.0,0.0,0.04235540802077511,3.2255066137987824e-19,0.035284690326740004,4.756303009334967e-19,0.006181926627678087,0.0
wallet_lineage,informed,0.2,200,0.01,0.0027466581335444384,0.0357217617161768,0.0028734255855485053,0.0002067038700517232,0.7276190476190476,0.031420811618631125,0.0066298670197531325,0.0009559742453556157,0.003590485978510246,0.0003627284359151762,0.0017970319103659783,0.00020633191494992014,0.285,0.01501860004434553,470.01,27.91968649483459,429.36,10.883164445220359,14191.955,833.088095605786,2.38,0.17343123121225598,0.01,0.007053278933842965,0.04235540802077511,3.24420535951086e-19,0.035284690326740004,5.028307796369812e-19,0.006181926627678087,0.0
wallet_lineage,informed,0.35,200,0.07,0.042152171828342806,0.11405480885610647,0.08093217526886752,0.002174760190236326,0.9983288115302098,0.0005282571357012959,0.08029862462222599,0.004959787371236429,0.09463341817919049,0.003081983499152935,0.06920815527557353,0.002198941453116434,0.6733333333333333,0.01889759053353626,38.195,2.5878601150128597,132.915,3.514040591883798,1232.82,77.78763958600241,68.135,1.9490066726541115,0.09,0.025745175671409954,0.04235540802077511,3.187780092418718e-19,0.035284690326740004,5.466346884141801e-19,0.006181926627678087,0.0
wallet_lineage,informed,0.5,200,0.24,0.1860661599241369,0.30373340979204166,0.27306034949401853,0.006322126960194485,0.998001514330457,0.00036278398713848617,0.22054820373231457,0.007459561194647767,0.2996245861968502,0.007403810366649313,0.2577523896455601,0.00639727568485653,0.94,0.009958035903830462,10.57,0.833063909545321,81.065,1.919891609953502,408.385,24.400090284761706,229.32,5.906089864490481,0.275,0.03679189062932758,0.04235540802077511,3.3542095057993593e-19,0.03528469032674001,4.587999218543741e-19,0.006181926627678087,0.0
wallet_lineage,inverted,0.0,400,0.0125,0.005350750779971611,0.028923736195967484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,600.0,0.0,30000.0,0.0,0.0,0.0,0.0125,0.005562078459710898,0.04235540802077511,2.468592972754936e-19,0.03528469032674001,2.952723122767003e-19,0.006181926627678087,0.0
wallet_lineage,inverted,0.1,200,0.0,1.734723475976807e-18,0.018845326377266575,7.626611453326799e-05,2.286719675620901e-05,0.055,0.016161092305986408,0.0007236845905552519,0.0002535668941689301,4.922247422247422e-05,2.836829036492616e-05,0.0,0.0,0.01833333333333333,0.005387030768662136,950.305,15.015133400344824,585.42,5.211146538066841,28482.42,449.64168634424067,0.055,0.016161092305986408,0.0,0.0,0.04235540802077511,3.3900844247353753e-19,0.035284690326740004,5.388331816493087e-19,0.006181926627678087,0.0
wallet_lineage,inverted,0.2,200,0.005,0.0008831687156009814,0.02777370439789293,0.0010781414898676249,0.00010385980360834787,0.475,0.03539972744976418,0.005369688568029591,0.0008200546230220637,0.0010953964301044323,0.00016883472434672824,0.0005082797981763075,8.98182851036562e-05,0.17833333333333332,0.01434937359653951,648.33,29.93443850388234,514.13,9.194911499706627,19508.89,892.3970027077122,0.885,0.08629081948642156,0.005,0.005000000000000001,0.04235540802077511,3.0121690567508667e-19,0.03528469032674001,4.274026246048813e-19,0.006181926627678087,0.0
