replicate,delta,scheme,score_mode,discoveries,false_discoveries,true_discoveries,any_false,recall,precision,early_recall,middle_recall,late_recall,planted_component_coverage,restricted_first_true_birth,restricted_first_true_evidence_delay,restricted_first_true_end_to_end_delay,budget_spent,budget_first_10pct,max_candidate_allocation,stream_seed
5,0.0,epoch_reserve,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.045434126420454544,0.04337332589285714,0.025,2026085346
5,0.0,explore_exploit,informed,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.041228746820902266,0.032189640644598894,0.0009226756160713564,2026085346
5,0.0,explore_exploit,inverted,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04122874682090227,0.032189640644598894,0.0009226756160713564,2026085346
5,0.0,explore_exploit,uninformative,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.041228746820902266,0.03218964064459887,0.0009226756160713564,2026085346
5,0.0,fixed_j2,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04996961883801879,0.049697551200869765,0.03039635509270134,2026085346
5,0.0,heavy_tail_fixed,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.044984284153811734,0.042506472918402635,0.01845351232142713,2026085346
5,0.0,wallet_lineage,informed,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04235540802077511,0.03528469032674001,0.006181926627678087,2026085346
5,0.0,wallet_lineage,inverted,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.0423554080207751,0.035284690326740004,0.006181926627678087,2026085346
5,0.0,wallet_lineage,uninformative,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04235540802077511,0.035284690326740004,0.006181926627678087,2026085346
6,0.0,current_adaptive,informed,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.05000000000000001,0.0499461817945106,0.0027500000000000007,2026086355
6,0.0,current_adaptive,inverted,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04999999999999651,0.04946117428788654,0.0027500000000000007,2026086355
6,0.0,current_adaptive,uninformative,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.05,0.04982535713180626,0.0027500000000000007,2026086355
6,0.0,epoch_reserve,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.045434126420454544,0.04337332589285714,0.025,2026086355
6,0.0,explore_exploit,informed,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.041228746820902266,0.03218964064459888,0.0009226756160713564,2026086355
6,0.0,explore_exploit,inverted,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.041228746820902266,0.03218964064459889,0.0009226756160713564,2026086355
6,0.0,explore_exploit,uninformative,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.041228746820902266,0.03218964064459887,0.0009226756160713564,2026086355
6,0.0,fixed_j2,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04996961883801879,0.049697551200869765,0.03039635509270134,2026086355
6,0.0,heavy_tail_fixed,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.044984284153811734,0.042506472918402635,0.01845351232142713,2026086355
6,0.0,wallet_lineage,informed,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.0423554080207751,0.035284690326740004,0.006181926627678087,2026086355
6,0.0,wallet_lineage,inverted,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04235540802077511,0.03528469032674001,0.006181926627678087,2026086355
6,0.0,wallet_lineage,uninformative,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04235540802077511,0.03528469032674,0.006181926627678087,2026086355
7,0.0,current_adaptive,informed,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.05000000000000002,0.04986994260546721,0.0027500000000000007,2026087364
7,0.0,current_adaptive,inverted,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04999999999999993,0.04976995802945614,0.0027500000000000007,2026087364
7,0.0,current_adaptive,uninformative,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.05,0.04982535713180626,0.0027500000000000007,2026087364
7,0.0,epoch_reserve,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.045434126420454544,0.04337332589285714,0.025,2026087364
7,0.0,explore_exploit,informed,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04122874682090228,0.032189640644598894,0.0009226756160713564,2026087364
7,0.0,explore_exploit,inverted,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04122874682090227,0.03218964064459889,0.0009226756160713564,2026087364
7,0.0,explore_exploit,uninformative,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.041228746820902266,0.03218964064459887,0.0009226756160713564,2026087364
7,0.0,fixed_j2,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04996961883801879,0.049697551200869765,0.03039635509270134,2026087364
7,0.0,heavy_tail_fixed,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.044984284153811734,0.042506472918402635,0.01845351232142713,2026087364
7,0.0,wallet_lineage,informed,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04235540802077511,0.03528469032674001,0.006181926627678087,2026087364
7,0.0,wallet_lineage,inverted,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.0423554080207751,0.035284690326740004,0.006181926627678087,2026087364
7,0.0,wallet_lineage,uninformative,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.0423554080207751,0.03528469032674001,0.006181926627678087,2026087364
8,0.0,current_adaptive,informed,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.05000000000000001,0.04990434410489459,0.0027500000000000007,2026088373
8,0.0,current_adaptive,inverted,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04999999999999971,0.049690068670042706,0.0027500000000000007,2026088373
8,0.0,current_adaptive,uninformative,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.05,0.04982535713180626,0.0027500000000000007,2026088373
8,0.0,epoch_reserve,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.045434126420454544,0.04337332589285714,0.025,2026088373
8,0.0,explore_exploit,informed,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04122874682090227,0.0321896406445989,0.0009226756160713564,2026088373
8,0.0,explore_exploit,inverted,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.041228746820902266,0.03218964064459889,0.0009226756160713564,2026088373
8,0.0,explore_exploit,uninformative,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.041228746820902266,0.03218964064459887,0.0009226756160713564,2026088373
8,0.0,fixed_j2,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04996961883801879,0.049697551200869765,0.03039635509270134,2026088373
8,0.0,heavy_tail_fixed,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.044984284153811734,0.042506472918402635,0.01845351232142713,2026088373
8,0.0,wallet_lineage,informed,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.042355408020775094,0.03528469032674,0.006181926627678087,2026088373
8,0.0,wallet_lineage,inverted,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04235540802077511,0.03528469032674002,0.006181926627678087,2026088373
8,0.0,wallet_lineage,uninformative,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04235540802077511,0.03528469032674001,0.006181926627678087,2026088373
9,0.0,current_adaptive,informed,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.05,0.04990038402659219,0.0027500000000000007,2026089382
9,0.0,current_adaptive,inverted,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04999999999999995,0.049702808620015984,0.0027500000000000007,2026089382
9,0.0,current_adaptive,uninformative,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.05,0.04982535713180626,0.0027500000000000007,2026089382
9,0.0,epoch_reserve,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.045434126420454544,0.04337332589285714,0.025,2026089382
9,0.0,explore_exploit,informed,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04122874682090227,0.032189640644598894,0.0009226756160713564,2026089382
9,0.0,explore_exploit,inverted,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.041228746820902266,0.03218964064459889,0.0009226756160713564,2026089382
9,0.0,explore_exploit,uninformative,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.041228746820902266,0.03218964064459887,0.0009226756160713564,2026089382
9,0.0,fixed_j2,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04996961883801879,0.049697551200869765,0.03039635509270134,2026089382
9,0.0,heavy_tail_fixed,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.044984284153811734,0.042506472918402635,0.01845351232142713,2026089382
9,0.0,wallet_lineage,informed,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.042355408020775115,0.03528469032674001,0.006181926627678087,2026089382
9,0.0,wallet_lineage,inverted,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04235540802077511,0.03528469032674001,0.006181926627678087,2026089382
9,0.0,wallet_lineage,uninformative,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.042355408020775115,0.03528469032674002,0.006181926627678087,2026089382
10,0.0,current_adaptive,informed,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.05,0.0499492386349841,0.0027500000000000007,2026090391
10,0.0,current_adaptive,inverted,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.049999999999996145,0.04943139770781401,0.0027500000000000007,2026090391
10,0.0,current_adaptive,uninformative,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.05,0.04982535713180626,0.0027500000000000007,2026090391
10,0.0,epoch_reserve,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.045434126420454544,0.04337332589285714,0.025,2026090391
10,0.0,explore_exploit,informed,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04122874682090228,0.03218964064459888,0.0009226756160713564,2026090391
10,0.0,explore_exploit,inverted,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.041228746820902266,0.03218964064459889,0.0009226756160713564,2026090391
10,0.0,explore_exploit,uninformative,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.041228746820902266,0.03218964064459887,0.0009226756160713564,2026090391
10,0.0,fixed_j2,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04996961883801879,0.049697551200869765,0.03039635509270134,2026090391
10,0.0,heavy_tail_fixed,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.044984284153811734,0.042506472918402635,0.01845351232142713,2026090391
10,0.0,wallet_lineage,informed,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04235540802077511,0.035284690326740004,0.006181926627678087,2026090391
10,0.0,wallet_lineage,inverted,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.0423554080207751,0.035284690326740004,0.006181926627678087,2026090391
10,0.0,wallet_lineage,uninformative,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04235540802077511,0.035284690326740004,0.006181926627678087,2026090391
11,0.0,current_adaptive,informed,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.05,0.049921970687733276,0.0027500000000000007,2026091400
11,0.0,current_adaptive,inverted,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04999999999999977,0.049619564573969474,0.0027500000000000007,2026091400
11,0.0,current_adaptive,uninformative,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.05,0.04982535713180626,0.0027500000000000007,2026091400
11,0.0,epoch_reserve,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.045434126420454544,0.04337332589285714,0.025,2026091400
11,0.0,explore_exploit,informed,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04122874682090227,0.03218964064459888,0.0009226756160713564,2026091400
11,0.0,explore_exploit,inverted,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04122874682090229,0.032189640644598894,0.0009226756160713564,2026091400
11,0.0,explore_exploit,uninformative,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.041228746820902266,0.03218964064459887,0.0009226756160713564,2026091400
11,0.0,fixed_j2,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04996961883801879,0.049697551200869765,0.03039635509270134,2026091400
11,0.0,heavy_tail_fixed,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.044984284153811734,0.042506472918402635,0.01845351232142713,2026091400
11,0.0,wallet_lineage,informed,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04235540802077511,0.03528469032674,0.006181926627678087,2026091400
11,0.0,wallet_lineage,inverted,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.042355408020775115,0.035284690326740004,0.006181926627678087,2026091400
11,0.0,wallet_lineage,uninformative,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04235540802077511,0.03528469032674001,0.006181926627678087,2026091400
12,0.0,current_adaptive,informed,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.05,0.049923929886755126,0.0027500000000000007,2026092409
12,0.0,current_adaptive,inverted,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04999999999999997,0.0496108333440723,0.0027500000000000007,2026092409
12,0.0,current_adaptive,uninformative,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.05,0.04982535713180626,0.0027500000000000007,2026092409
12,0.0,epoch_reserve,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.045434126420454544,0.04337332589285714,0.025,2026092409
12,0.0,explore_exploit,informed,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.041228746820902266,0.03218964064459888,0.0009226756160713564,2026092409
12,0.0,explore_exploit,inverted,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04122874682090226,0.032189640644598894,0.0009226756160713564,2026092409
12,0.0,explore_exploit,uninformative,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.041228746820902266,0.03218964064459887,0.0009226756160713564,2026092409
12,0.0,fixed_j2,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.04996961883801879,0.049697551200869765,0.03039635509270134,2026092409
12,0.0,heavy_tail_fixed,not_applicable,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1001,600,30000,0.044984284153811734,0.042506472918402635,0.01845351232142713,2026092409
